,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable
5451,35013767.0,1.0,1.0,9.0,9.0,2.0,1.5,1.0,1.0,1093.1,1.0,1125,9,14,254,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.03,26/09/2024,HOTEL CASA EMILIA Room No. 6 (Great location),"CASA EMILIA is a luxury BOUTIQUE HOTEL, with 7 rooms with private bathroom and premium amenities for a perfect stay in CDMX. <br /><br />PRIME LOCATION! In a very safe neighborhood, you can walk to various bars, restaurants, museums and places of interest. Very close to the Angel, Chapultepec, Zona Rosa, Condesa and Polanco. <br /><br />FULL BREAKFAST INCLUDED consisting of seasonal fruit, omelette, chilaquiles, salad, dock, waffles, coffee, or tea.<br /><br />Highest QUALITY and COMFORT at the best price.",SIN INFORMACION,https://a0.muscache.com/pictures/2c3c91cf-259d-4113-be75-04b5bb2c81f9.jpg,Jorge,21/03/2018,"Soy una persona alegre, amable y muy respetuoso con todas las personas.  
Me encanta conocer gente nueva y aprender de diferentes culturas. 

",within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Room in bed and breakfast,Hotel room,SIN INFORMACION,"[""Iron"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Coffee maker"", ""Fire extinguisher"", ""Breakfast"", ""Keypad"", ""First aid kit"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoke alarm"", ""Hangers""]",SIN INFORMACION,t,26/09/2024,07/07/2019,SIN INFORMACION,t
5452,35013861.0,1.0,1.0,9.0,9.0,2.0,1.0,1.4,1.0,1093.1,1.0,1125,7,11,286,30.0,0.0,0.0,4.9,4.97,4.9,4.93,4.97,5.0,4.93,0.46,26/09/2024,HOTEL CASA EMILIA Room No. 7 (Great location),"CASA EMILIA is a luxury BOUTIQUE HOTEL, with 7 rooms with private bathroom and premium amenities for a perfect stay in CDMX. <br /><br />PRIME LOCATION! In a very safe neighborhood, you can walk to various bars, restaurants, museums and places of interest. Very close to the Angel, Chapultepec, Zona Rosa, Condesa and Polanco. <br /><br />FULL BREAKFAST INCLUDED consisting of seasonal fruit, omelette, chilaquiles, salad, dock, waffles, coffee, or tea.<br /><br />Highest QUALITY and COMFORT at the best price.",SIN INFORMACION,https://a0.muscache.com/pictures/3c1f4e4b-189c-435b-ae8b-84b584dd4b49.jpg,Jorge,21/03/2018,"Soy una persona alegre, amable y muy respetuoso con todas las personas.  
Me encanta conocer gente nueva y aprender de diferentes culturas. 

",within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Room in bed and breakfast,Hotel room,1 private bath,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Breakfast"", ""Keypad"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""TV"", ""Oven"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,26/09/2024,29/11/2022,SIN INFORMACION,t
5658,35941537.0,1.0,1.0,7.0,7.0,2.0,1.0,1.4,1.0,1093.1,1.0,370,0,0,0,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,MUMEDI Design Hotel - Design Suite 4,Room in the Design Hotel of the Mexican Design Museum,SIN INFORMACION,https://a0.muscache.com/pictures/af52b1d2-6838-4942-ad98-4becb5fe0b6d.jpg,Diana,27/12/2014,"I have been living in downtown area for years, so I can give you the best local tips. Enjoy CDMX",within an hour,f,"['email', 'phone', 'work_email']",t,t,SIN INFORMACION,Room in boutique hotel,Hotel room,1 private bath,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,t
5659,35941860.0,1.0,1.0,7.0,7.0,2.0,1.0,1.4,1.0,1093.1,1.0,370,25,26,26,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,25/09/2024,MUMEDI Design Hotel  - Design Suite 3,SIN INFORMACION,SIN INFORMACION,https://a0.muscache.com/pictures/d140be3b-ffb1-4be7-b88b-e5fd8ea51931.jpg,Diana,27/12/2014,"I have been living in downtown area for years, so I can give you the best local tips. Enjoy CDMX",within an hour,f,"['email', 'phone', 'work_email']",t,t,SIN INFORMACION,Room in boutique hotel,Hotel room,1 private bath,"[""Iron"", ""TV"", ""Wifi"", ""Heating"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,25/09/2024,05/07/2022,SIN INFORMACION,t
5673,35967394.0,1.0,1.0,7.0,7.0,2.0,1.0,1.0,1.0,1093.1,1.0,370,16,23,23,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,25/09/2024,MUMEDI Design Hotel - Design Suite 2,Private Designer Room at Mexican Design Museum,SIN INFORMACION,https://a0.muscache.com/pictures/037263e5-5e1e-4052-83cb-b2414b3e5963.jpg,Diana,27/12/2014,"I have been living in downtown area for years, so I can give you the best local tips. Enjoy CDMX",within an hour,f,"['email', 'phone', 'work_email']",t,t,SIN INFORMACION,Room in boutique hotel,Hotel room,1 private bath,"[""Iron"", ""TV"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,25/09/2024,02/11/2022,SIN INFORMACION,t
5679,36023273.0,1.0,1.0,7.0,7.0,2.0,1.0,1.4,1.0,1093.1,1.0,370,26,34,34,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,25/09/2024,MUMEDI Design Hotel  - Design Suite 6,Private Designer Room at Mexican Design Museum,SIN INFORMACION,https://a0.muscache.com/pictures/e4cd9bff-22da-4bf4-88fd-a8710f93de9e.jpg,Diana,27/12/2014,"I have been living in downtown area for years, so I can give you the best local tips. Enjoy CDMX",within an hour,f,"['email', 'phone', 'work_email']",t,t,SIN INFORMACION,Room in boutique hotel,Hotel room,1 private bath,"[""Iron"", ""TV"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,25/09/2024,18/11/2019,SIN INFORMACION,t
5680,36023768.0,1.0,1.0,7.0,7.0,2.0,0.0,1.4,0.0,1511.6,1.0,370,26,33,33,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,26/09/2024,MUMEDI Design Hotel  - Design Suite 5,Private Designer Room at Mexican Design Museum,SIN INFORMACION,https://a0.muscache.com/pictures/c9380ed6-224b-48f5-8de8-b443dc32bb91.jpg,Diana,27/12/2014,"I have been living in downtown area for years, so I can give you the best local tips. Enjoy CDMX",within an hour,f,"['email', 'phone', 'work_email']",t,t,SIN INFORMACION,Room in boutique hotel,Hotel room,1 private bath,"[""Iron"", ""Carbon monoxide alarm"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""TV with Netflix"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,22/05/2022,SIN INFORMACION,t
5690,35605936.0,1.0,1.0,10.0,12.0,2.0,0.0,1.0,0.0,1511.6,1.0,365,12,34,328,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,Queen size Room with Balcony,"This is private King  size, private bathroom room inside our Distrito Condesa Rooms and Suites Property. We are only two blocks from all the restaurant ,cafes and bar area of Condesa. Also just two blocks from beautiful Parque Mexico!<br />Continental breakfast is offered in the morning and there is always cafe and tea available all day. <br />We also have a nice Co-working space in case you need to work from here!!!<br />You can be assisted 24hrs via help line message.",Condesa Neighborhood is a very nice ready and hip place to be at.,https://a0.muscache.com/pictures/109e2ff6-72f6-45a8-b2a8-da70daadfebb.jpg,Distrito Condesa,08/03/2012,"Distrito Condesa is located on the heart of Condesa,  all our rooms are private and private bathroom, as well as independent loft studios . We offer reception service to help you make your stay more comfortable so yo can enjoy the beauty of Mexico City ! We also offer housing in different ares of the city including Naucalpan Edo de Mexico.
",within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in bed and breakfast,Hotel room,1 private bath,"[""Iron"", ""Cleaning products"", ""Safe"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Exterior security cameras on property"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
5691,35606585.0,1.0,1.0,10.0,12.0,3.0,0.0,1.0,0.0,1511.6,1.0,365,26,49,354,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,Cozy King size bed room !,"This is private King  size, private bathroom room inside our Distrito Condesa Rooms and Suites Property. We are only two blocks from all the restaurant ,cafes and bar area of Condesa. Also just two blocks from beautiful Parque Mexico!<br />Continental breakfast is offered in the morning and there is always cafe and tea available all day. <br />We also have a nice Co-working space in case you need to work from here!!!<br />You can be assisted 24hrs via help line message.",Condesa Neighborhood is a very nice ready and hip place to be at.,https://a0.muscache.com/pictures/33e6e9db-20eb-4e02-8b4d-0869dbca693c.jpg,Distrito Condesa,08/03/2012,"Distrito Condesa is located on the heart of Condesa,  all our rooms are private and private bathroom, as well as independent loft studios . We offer reception service to help you make your stay more comfortable so yo can enjoy the beauty of Mexico City ! We also offer housing in different ares of the city including Naucalpan Edo de Mexico.
",within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in bed and breakfast,Hotel room,1 private bath,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
5709,35617592.0,1.0,0.99,6.0,6.0,1.0,1.0,1.0,1.0,375.0,1.0,1125,30,60,365,86.0,24.0,4.0,4.78,4.86,4.67,4.91,4.9,4.88,4.77,1.34,25/09/2024,LA CASA DE TONA. 1er Dormitorio c/ cama individual,"Bedroom with single bed inside casa particular. The bathroom and food area with microwave, stove and minibar are shared with other rooms. There are other guests in other rooms<br />Very quiet and cozy. The owners of the house who live on the ground floor are personally catered to you. <br /> It is located in downtown Mexico City with restaurants around, a few blocks from Plaza Delta and the 21st century Medical Center.","The entrance is a common area that gives access to seven houses, the neighbors do not interfere with the entrance and exit of this common area",https://a0.muscache.com/pictures/6217be35-522a-40b1-bafe-9aaa279e5b47.jpg,MarÃ­a Antonieta,28/02/2018,"Ama de casa, vivo con mi esposo en la misma casa que rento habitaciones y por lo mismo estoy al pendiente de lo que pueda ofrecerse a mis huÃ©spedes",within an hour,t,"['email', 'phone']",t,t,"Mexico City, Mexico",Room in casa particular,Hotel room,1 shared bath,"[""Iron"", ""Hot water"", ""Carbon monoxide alarm"", ""Wifi"", ""Luggage dropoff allowed"", ""Smoking allowed"", ""Kitchen"", ""Long term stays allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Oven"", ""Exterior security cameras on property"", ""Paid parking off premises"", ""Cooking basics"", ""Hangers"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,20/09/2024,SIN INFORMACION,t
5716,35677895.0,1.0,1.0,10.0,12.0,3.0,0.0,1.0,0.0,1511.6,1.0,365,26,54,359,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,26/09/2024,KING size bed Room Patio View,"This is private King  size, private bathroom room inside our Distrito Condesa Rooms and Suites Property. We are only two blocks from all the restaurant ,cafes and bar area of Condesa. Also just two blocks from beautiful Parque Mexico!<br />Continental breakfast is offered in the morning and there is always cafe and tea available all day. <br />We also have a nice Co-working space in case you need to work from here!!!<br />You can be assisted 24hrs via help line message.",Condesa Neighborhood is a very nice ready and hip place to be at.,https://a0.muscache.com/pictures/030b87ff-4a43-4c1e-a421-c478304d9239.jpg,Distrito Condesa,08/03/2012,"Distrito Condesa is located on the heart of Condesa,  all our rooms are private and private bathroom, as well as independent loft studios . We offer reception service to help you make your stay more comfortable so yo can enjoy the beauty of Mexico City ! We also offer housing in different ares of the city including Naucalpan Edo de Mexico.
",within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in bed and breakfast,Hotel room,1 bath,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",SIN INFORMACION,t,26/09/2024,26/08/2023,SIN INFORMACION,t
5731,35709914.0,1.0,1.0,10.0,12.0,2.0,1.0,1.0,1.0,936.0,1.0,365,19,42,347,1.0,0.0,0.0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,0.02,26/09/2024,"Queen size bed Room , Patio View C5","This is private King  size, private bathroom room inside our Distrito Condesa Rooms and Suites Property. We are only two blocks from all the restaurant ,cafes and bar area of Condesa. Also just two blocks from beautiful Parque Mexico!<br />Continental breakfast is offered in the morning and there is always cafe and tea available all day. <br />We also have a nice Co-working space in case you need to work from here!!!<br />You can be assisted 24hrs via help line message.",Condesa Neighborhood is a very nice ready and hip place to be at.,https://a0.muscache.com/pictures/miso/Hosting-35709914/original/ef259796-111f-4fbe-bab1-29383d0da49d.jpeg,Distrito Condesa,08/03/2012,"Distrito Condesa is located on the heart of Condesa,  all our rooms are private and private bathroom, as well as independent loft studios . We offer reception service to help you make your stay more comfortable so yo can enjoy the beauty of Mexico City ! We also offer housing in different ares of the city including Naucalpan Edo de Mexico.
",within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in bed and breakfast,Hotel room,1 shared bath,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",SIN INFORMACION,t,26/09/2024,26/11/2019,SIN INFORMACION,t
5743,35715294.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1511.6,2.0,1125,0,0,83,1.0,0.0,0.0,5.0,5.0,5.0,4.9,5.0,5.0,5.0,0.02,26/09/2024,Minimalist / Modern / New Flat,"Completely new building with modern amenities.<br />Enjoy a fully equipped flat, with an amazing view of the city.<br />With cozy details, new furniture and fun gadgets, we guarantee you will have a very comfortable and pleasant stay.",Very secure building.<br />Private security 24/7,https://a0.muscache.com/pictures/c9e8ee54-b661-4537-941d-d281c4fd3931.jpg,Joel,25/06/2016,SIN INFORMACIO,SIN INFORMACION,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in serviced apartment,Hotel room,SIN INFORMACION,"[""Pool"", ""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Hangers"", ""Free parking on premises"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dryer"", ""TV"", ""Hot tub"", ""Kitchen"", ""Smoke alarm"", ""Fire extinguisher"", ""Gym"", ""Exterior security cameras on property"", ""Hair dryer""]",SIN INFORMACION,t,26/09/2024,21/07/2019,SIN INFORMACION,f
5774,36314967.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1745.0,1.0,10,30,60,89,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,"Â¡CÃ³moda suite, excelente ubicaciÃ³n en la Condesa!",Beautiful private room located in the multicultural and colorful area of Rome.<br />Enjoy a delicious American breakfast in the mornings in the comfort of your room.,"Start your day with a walk through the beautiful Parque MÃ©xico or take a stroll along the traditional and wooded Avenida Amsterdam which is ideal for running in the mornings as well as Parque MÃ©xico and Parque EspaÃ±a which are very close to the hotel. Around it there are different food options such as ""forbidden fruits"" (MichoacÃ¡n street on the corner of Amsterdam) one of my favorites for being a mini restaurant with natural food, delicious waters and its famous ""Belle"" (wraps of different combinations). If your thing is the coffee nearby you can find a Starbucks branch (Avenida Sonora corner Amsterdam) or if you prefer something different I recommend the ""Rococo CafÃ©"" coffee shop (Juan de la Barrera #4) its decoration is peculiar and its cafes so varied that you will not know what to choose.<br />Four blocks away you will find the beautiful fountain of the Cibeles where you can take the turibus and take a walk around the city.<br />And if you enjoy the night more, walking there are pl",https://a0.muscache.com/pictures/c469ae6f-f18e-4970-bbfc-bb927e3c05e0.jpg,Selene,02/07/2019,SIN INFORMACIO,SIN INFORMACION,f,"['email', 'phone', 'work_email']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in boutique hotel,Hotel room,1 private bath,"[""Free parking on premises"", ""Iron"", ""TV"", ""Wifi"", ""Elevator"", ""Heating"", ""Breakfast"", ""Air conditioning"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,f
6071,37326050.0,1.0,1.0,6.0,6.0,2.0,0.0,1.0,0.0,1511.6,1.0,365,19,37,331,43.0,1.0,0.0,4.74,4.65,4.8,4.88,4.84,4.95,4.63,0.7,26/09/2024,MansiÃ³n francesa del siglo XIX/suite Colette,"The Papilio Mansion is an old French house built over 100 years ago in the historic heart of downtown CoyoacÃ¡n. As a historic home, it's been complicit in filming and series, art galleries, and romantic events. Walking a few minutes away is full of restaurants and bars with a very pleasant nightlife for everyone, as is the famous museum of artist Frida Kahlo.","The mansion is two blocks from the magical neighborhood of CoyoacÃ¡n, a 3-minute walk. The surroundings are full of shops, crafts, restaurants, bars etc. During your stay we can advise you where to eat, tours, bars, nightclubs etc.",https://a0.muscache.com/pictures/miso/Hosting-37326050/original/1ab3d92c-d319-4e57-a2e5-63a8685e3b31.jpeg,Enrique,21/11/2014,Director y diseÃ±ador de experiencias romÃ¡nticas en Volopapilio. ,within a few hours,f,"['email', 'phone', 'work_email']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in bed and breakfast,Hotel room,1 private bath,"[""Shared patio or balcony"", ""Iron"", ""Outdoor furniture"", ""Wifi"", ""Paid washer \u2013 In building"", ""Heating"", ""Bathtub"", ""Self check-in"", ""Hangers"", ""Coffee maker"", ""Backyard"", ""Breakfast"", ""Private hot tub"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Paid parking lot on premises \u2013 1 space"", ""Conditioner"", ""Private pool"", ""Indoor fireplace"", ""Fire extinguisher"", ""Air conditioning"", ""Paid dryer \u2013 In building"", ""Free street parking"", ""Smoking allowed"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,19/05/2024,SIN INFORMACION,t
6076,37687424.0,1.0,1.0,2.0,6.0,4.0,0.0,1.0,0.0,1511.6,1.0,365,30,60,365,4.0,0.0,0.0,4.8,4.9,5.0,5.0,4.9,5.0,4.8,0.06,26/09/2024,habitacion witsilin Casa Culhuac,"A boutique hotel room with two double beds with a private bathroom and flat screen with shooting and local channels. Closet , dryer , iron is very close to the Santa Fe area and Expo Santa Fe, shopping centers and universities. Only common areas such as gym, kitchen, lobby, gardens, dining room, parking are shared","in one of the most exclusive areas of mexico city, very close to tarango park and mexican shopping malls, universities and expo santa fe",https://a0.muscache.com/pictures/b08dbe1c-ff9b-49a8-bd6a-a538c3cfeb0c.jpg,Jaime,14/11/2015,Empresario comerciante que adora viajar y conoser,SIN INFORMACION,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in boutique hotel,Hotel room,1 shared bath,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Fire pit"", ""Heating"", ""Cleaning available during stay"", ""Self check-in"", ""Pets allowed"", ""Outdoor kitchen"", ""Hangers"", ""Free parking on premises"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Smoking allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Kitchen"", ""BBQ grill"", ""Outdoor dining area"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox"", ""Hair dryer""]",SIN INFORMACION,t,26/09/2024,30/10/2022,SIN INFORMACION,f
6080,37689391.0,1.0,1.0,2.0,6.0,2.9,0.0,1.0,0.0,1511.6,1.0,365,30,60,365,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,26/09/2024,habitacion sac-nicte Casa Culhuac,"Very spacious room with four double beds screen with streming and local channels, jacuzzi , hair dryer, iron with lots of light , in one of the most exclusive areas of the city , very close to life, expo santa fe , shopping center, and with access to the urban highway that makes it easy to get around the city<br /><br />Hotel room with 4 queen beds , flat TV with striming chanels and local chanels too , badroom with jacuzi , head dryer , . Is located in one of the most exclusiv","is located in one of the most exclusive areas of the city with an accessibility to fast roads and areas of interest, universities expo santa fe and shopping malls",https://a0.muscache.com/pictures/eb998f12-b2e8-4346-b849-dd5a7b842202.jpg,Jaime,14/11/2015,Empresario comerciante que adora viajar y conoser,SIN INFORMACION,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in boutique hotel,Hotel room,1 private bath,"[""Iron"", ""Washer"", ""Wifi"", ""Heating"", ""Dishes and silverware"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Free parking on premises"", ""Coffee maker"", ""Breakfast"", ""Private hot tub"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dryer"", ""Kitchen"", ""Hair dryer"", ""Air conditioning"", ""Gym"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox"", ""101 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Netflix, Roku""]",SIN INFORMACION,t,26/09/2024,19/11/2019,SIN INFORMACION,f
6089,37691088.0,1.0,1.0,9.0,9.0,2.0,1.0,1.0,1.0,2600.0,1.0,365,9,18,265,25.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.41,25/09/2024,Lovely Suite with Private Terrace in Coyoacan,"Soak up the contemporary Mexican vintage charm of this fully remodeled 1928 house transformed into a beautiful boutique hotel. The suite features a private nice terrace, high-end furnishings and decor.","Our property is close to the main square in the neighborhood of CoyoacÃ¡n. It has the feel of a typical town within Mexico City. Nearby are restaurants, coffee shops, music, nightlife, and museumsâincluding one dedicated to Frida Kahlo.",https://a0.muscache.com/pictures/578006fc-19b6-407e-acd7-d7eaaab5541b.jpg,CristiÃ¡n,26/04/2016,SIN INFORMACIO,within an hour,t,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in boutique hotel,Hotel room,1 private bath,"[""Iron"", ""Wifi"", ""Heating"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Mini fridge"", ""Free parking on premises"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Bed linens"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Microwave"", ""Hair dryer""]",SIN INFORMACION,t,25/09/2024,21/07/2024,SIN INFORMACION,t
6096,37721233.0,1.0,0.99,6.0,6.0,1.0,1.0,1.0,1.0,375.0,1.0,1125,30,60,365,98.0,22.0,2.0,4.68,4.73,4.62,4.73,4.82,4.74,4.63,1.58,25/09/2024,LA CASA DE TONA. 3er Dormitorio c/cama individual,"Bedroom with single bed inside casa particular. The bathroom and food area with microwave, stove and minibar are shared with other rooms. There are other guests in other rooms<br />Very quiet and cozy. The owners of the house who live on the ground floor are personally catered to you. <br /> It is located in downtown Mexico City with restaurants around, a few blocks from Plaza Delta and the 21st century Medical Center.","The entrance is a common area that gives access to seven houses, the neighbors do not interfere with the entrance and exit of this common area",https://a0.muscache.com/pictures/6217be35-522a-40b1-bafe-9aaa279e5b47.jpg,MarÃ­a Antonieta,28/02/2018,"Ama de casa, vivo con mi esposo en la misma casa que rento habitaciones y por lo mismo estoy al pendiente de lo que pueda ofrecerse a mis huÃ©spedes",within an hour,t,"['email', 'phone']",t,t,"Mexico City, Ciudad de Mexico, Mexico",Room in casa particular,Hotel room,1 shared bath,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Kitchen"", ""Oven"", ""Stove"", ""Cooking basics"", ""Exterior security cameras on property"", ""Smoking allowed"", ""Paid parking off premises"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,17/09/2024,SIN INFORMACION,t
